Date,Type,Link
2023-08-28 12:43:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7101857198409986048
2023-08-28 12:43:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7101862077903835136
2023-08-28 12:42:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7101895765513371649
2023-08-28 07:45:47,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7101774864247586816
2023-08-28 07:45:03,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7101765438765694976
2023-08-27 07:56:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7101413538845331456
2023-08-26 17:18:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7101226253361295360
2023-08-26 17:17:17,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7101215231955075073
2023-08-26 17:17:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7101197869063241733
2023-08-26 17:17:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7101222911805390852
2023-08-26 11:16:53,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7101145450421862400
2023-08-26 08:07:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7101068719723847680
2023-08-26 07:15:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7100841789804228608?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7100841789804228608%2C7100874359799492608%29
2023-08-26 07:14:20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7100856043798171648
2023-08-26 07:14:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7101078208673984513
2023-08-26 07:13:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7101049265170374656
